problem_id,original_NL_problem_statement,statement_source,NL-JGEX_problem_statement,JGEX_problem_statement,problem_runs_on_Newclid_3.01,NL_reference_proof,NL_reference_proof_source,numerical_concept,NL_construction_in_statement,NL_construction_for_proof,final_answer,comment
101,"If a line through an interior point of a circle cuts the circle, the products of the two chord-segments are equal (intersecting chords).",Euclid III. Proposition 35,"Let $OA_0$ be a segment. Choose four points $A,B,C,D$ on the circle with radius $OA_0$ and center $O$. Let chords $AB$ and $CD$ intersect at $P$. Prove that $\dfrac{PA}{PC}=\dfrac{PD}{PB}$.",o a0 = segment o a0; a = on_circle a o a0; b = on_circle b o a0; c = on_circle c o a0; d = on_circle d o a0; p = intersection_ll p a b c d ? eqratio p a p c p d p b,yes,"For in the circle $ABCD$ let the two straight lines $AC$ and $BD$ cut one another at the point $E$. I say that the rectangle $AE$ by $EC$ equals the rectangle $DE$ by $EB$. If now $AC$ and $BD$ are through the center, so that $E$ is the center of the circle $ABCD$, it is manifest that,$ AE, EC, DE$, and $EB$ being equal, the rectangle $AE$ by $EC$ also equals the rectangle $DE$ by $EB$. Next let $AC$ and $DB$ not be through the center. Take the center $F$ let the center of $ABCD$. Draw $FG$ and $FH$ from $F$ perpendicular to the straight lines $AC$ and $DB$. Join $FB, FC,$ and $FE$. Then, since a straight line $GF$ through the center cuts a straight line $AC$ not through the center at right angles, it also bisects it, therefore $AG$ equals $GC$. Since, then, the straight line $AC$ has been cut into equal parts at $G$ and into unequal parts at $E$, the rectangle $AE$ by $EC$ together with the square on $EG$ equals the square on $GC$. Add the square on $GF$. Therefore the rectangle $AE$ by $EC$ plus the sum of the squares on $GE$ and $GF$ equals the sum of the squares on $CG$ and $GF$. But the square on $FE$ equals the sum of the squares on $EG$ and $GF$, and the square on $FC$ equals the sum of the squares on $CG$ and $GF$. Therefore the rectangle $AE$ by $EC$ plus the square on $FE$ equals the square on $FC$. And $FC$ equals $FB$, therefore the rectangle $AE$ by $EC$ plus the square on $EF$ equals the square on $FB$. For the same reason, also, the rectangle $DE$ by $EB$ plus the square on $FE$ equals the square on $FB$. But the rectangle $AE$ by $EC$ plus the square on $FE$ was also proved equal to the square on $FB$, therefore the rectangle $AE$ by $EC$ plus the square on $FE$ equals the rectangle $DE$ by $EB$ plus the square on $FE$. Subtract the square on $FE$ from each. Therefore the remaining rectangle $AE$ by $EC$ equals the rectangle $DE$ by $EB$. Therefore if in a circle two straight lines cut one another, then the rectangle contained by the segments of the one equals the rectangle contained by the segments of the other.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIII/propIII35.html,no,"segment(4), line(1), circle(1), point(1)","point(3), segment(5)",N/A,N/A
102,"In a parallelogram, opposite sides are equal and parallel; a diagonal cuts it into two congruent triangles.",Euclid I. Proposition 34,"Construct triangle $ABC$. Construct point $D$ so that $ABCD$ is a parallelogram. Prove that $AB \parallel CD$ and $BC \parallel AD$, $AB = CD$ and $BC = AD$, and the included angle $\angle ABC$ equals $\angle CDA$ (a standard congruence ingredient showing the diagonal splits the parallelogram into congruent triangles).",a b c = triangle a b c; d = parallelogram d a b c ? para a b c d; para b c a d; cong a b c d; cong b c a d; eqangle a b b c c d d a,yes,"Let $ACDB$ be a parallelogrammic area, and $BC$ its diameter.
I say that the opposite sides and angles of the parallelogram $ACDB$ equal one another, and the diameter $BC$ bisects it.
Since $AB$ is parallel to $CD$, and the straight line $BC$ falls upon them, therefore the alternate angles $ABC$ and $BCD$ equal one another.
Again, since $AC$ is parallel to $BD$, and $BC$ falls upon them, therefore the alternate angles $ACB$ and $CBD$ equal one another. Therefore $ABC$ and $DCB$ are two triangles having the two angles $AB$C and $BCA$ equal to the two angles $DCB$ and $CBD$ respectively, and one side equal to one side, namely that adjoining the equal angles and common to both of them, $BC$. Therefore they also have the remaining sides equal to the remaining sides respectively, and the remaining angle to the remaining angle. Therefore the side $AB$ equals $CD$, and $AC$ equals $BD$, and further the angle $BAC$ equals the angle $CDB$. Since the angle $ABC$ equals the angle $BCD$, and the angle $CBD$ equals the angle $ACB$, therefore the whole angle $ABD$ equals the whole angle $ACD$. And the angle $BAC$ was also proved equal to the angle $CDB$. Therefore in parallelogrammic areas the opposite sides and angles equal one another. I say, next, that the diameter also bisects the areas.
Since $AB$ equals $CD$, and $BC$ is common, the two sides $AB$ and $BC$ equal the two sides $DC$ and $CB$ respectively, and the angle $ABC$ equals the angle $BCD$. Therefore the base $AC$ also equals $DB$, and the triangle $ABC$ equals the triangle $DCB$. Therefore the diameter $BC$ bisects the parallelogram $ACDB$. Therefore in parallelogrammic areas the opposite sides and angles equal one another, and the diameter bisects the areas.

",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI34.html,no,"quadrilateral(1), segment(4), line(2), point(4)",N/A,N/A,N/A
,,,,,no,,,,,,,
103,"Given a circle with centre $O$ and a point $A$ on it, construct the line through $A$ perpendicular to the radius $OA$, and prove it is tangent to the circle (touches it at exactly one point).",Euclid III. Proposition 16,Construct a segment $OA$. Construct a point $T$ on the line perpendicular to $OA$ through $A$. Prove $OA \perp AT$.,o a = segment o a; t = lc_tangent t a o ? perp o a a t,yes,"Let $ABC$ be a circle about $D$ as center and $AB$ as diameter. I say that the straight line drawn from $A$ at right angles to $AB$ from its end will fall outside the circle.
For suppose it does not, but, if possible, let it fall within as $CA$, and join $DC$. Since $DA$ equals $DC$, the angle $DAC$ also equals the angle $ACD$. But the angle $DAC$ is right, therefore the angle $ACD$ is also right. Thus, in the triangle $ACD$, the two angles $DAC$ and $ACD$ equal two right angles, which is impossible. Therefore the straight line drawn from the point $A$ at right angles to $BA$ will not fall within the circle. Similarly we can prove that neither will it fall on the circumference, therefore it will fall outside. Let it fall as $AE$. I say next that into the space between the straight line $AE$ and the circumference $CHA$ another straight line cannot be interposed. For, if possible, let another straight line be so interposed, as $FA.$ Draw $DG$ from the point $D$ perpendicular to $FA$. Then, since the angle $AGD$ is right, and the angle $DAG$ is less than a right angle, $AD$ is greater than $DG$. But $DA$ equals $DH$, therefore $DH$ is greater than $DG$, the less greater than the greater, which is impossible. Therefore another straight line cannot be interposed into the space between the straight line and the circumference. I say further that the angle of the semicircle contained by the straight line $BA$ and the circumference $CHA$ is greater than any acute rectilinear angle, and the remaining angle contained by the circumference $CHA$ and the straight line $AE$ is less than any acute rectilinear angle. For, if there is any rectilinear angle greater than the angle contained by the straight line $BA$ and the circumference $CHA$, and any rectilinear angle less than the angle contained by the circumference $CHA$ and the straight line $AE$, then into the space between the circumference and the straight line $AE$ a straight line will be interposed such as will make an angle contained by straight lines which is greater than the angle contained by the straight line $BA$ and the circumference $CHA$, and another angle contained by straight lines which is less than the angle contained by the circumference $CHA$ and the straight line $AE$.But such a straight line cannot be interposed, therefore there will not be any acute angle contained by straight lines which is greater than the angle contained by the straight line $BA$ and the circumference $CHA$, nor yet any acute angle contained by straight lines which is less than the angle contained by the circumference $CHA$ and the straight line $AE$.Therefore the straight line drawn at right angles to the diameter of a circle from its end will fall outside the circle, and into the space between the straight line and the circumference another straight line cannot be interposed, further the angle of the semicircle is greater, and the remaining angle less, than any acute rectilinear angle.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIII/propIII16.html,no,"circle(1), line(1)","point(3), segment(3)",N/A,N/A
104,"Given triangle $ABC$, construct the angle bisectors of $\angle A$ and $\angle B$; let $I$ be their intersection. Construct the circle centred at $I$ tangent to side $BC$. Prove this circle is the incircle of $ABC$ (tangent to all three sides).",Euclid IV. Proposition 4,"Construct triangle $ABC$. Let $X$ be a point on the internal bisector of $\angle BAC$ and $Y$ point on the internal bisector of $\angle ABC$. Let $I$ be the intersection of line $AX$ and $BY$ (So$$ is the incenter of the triangle).
Drop a perpendicular from $I$ to $BC$ meeting it at $D$; define the circle with center $I$ and radius $ID$ (so it is tangent to $BC$ at $D$). Prove the same circle is tangent to $AB$ and $AC$ as well.",a b c = triangle a b c; x = angle_bisector x b a c; y = angle_bisector y a b c; i = intersection_ll i a x b y; p = on_tline p i b c; d = intersection_ll d i p b c; q = on_tline q i a b; e = intersection_ll e i q a b; r = on_tline r i a c; f = intersection_ll f i r a c ? perp i d b c; perp i e a b; perp i f a c; cong i d i e; cong i d i f ,yes,"Let $ABC$ be the given triangle. It is required to inscribe a circle in the triangle $ABC$.
Bisect the angles $ABC$ and $ACB$ by the straight lines $BD$ and $CD$, and let these meet one another at the point $D$. Draw $DE$, $DF$, and $DG$ from $D$ perpendicular to the straight lines $AB$, $BC$, and $CA$.
Now, since the angle $ABD$ equals the angle $CBD$, and the right angle $BED$ also equals the right angle $BFD$, $EBD$ and $FBD$ are two triangles having two angles equal to two angles and one side equal to one side, namely that opposite one of the equal angles, which is $BD$ common to the triangles, therefore they will also have the remaining sides equal to the remaining sides, therefore $DE$ equals $DF$.
For the same reason $DG$ also equals $DF$.
Therefore the three straight lines $DE$, $DF$, and $DG$ equal one another. Therefore the circle described with center $D$ and radius one of the straight lines $DE$, $DF$, or $DG$ also passes through the remaining points and touches the straight lines $AB$, $BC$, and $CA$, because the angles at the points $E$, $F$, and $G$ are right.
For, if it cuts them, the straight line drawn at right angles to the diameter of the circle from its end will be found to fall within the circle, which was proved absurd, therefore the circle described with center $D$ and radius one of the straight lines $DE$, $DF$, or $DG$ does not cut the straight lines $AB$, $BC$, and $CA$. Therefore it touches them, and is the circle inscribed in the triangle $ABC$.
Let it be inscribed as $FGE$. Therefore the circle $EFG$ has been inscribed in the given triangle $ABC$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIV/propIV4.html,no,"bisector(2), line(2), circle(1), triangle(1), segment(3)","bisector(1), point(3), segment(3)",N/A,N/A
105,"If a straight line falling on two straight lines makes the alternate angles equal to one another, then the straight lines are parallel to one another.
",Euclid I. Proposition 27,"Construct a segment $GH$ and points $E,F$ on the line $GH$. Build point $A$ on the line through a perpendicular to $GH$. Build point $D$ such that the angle formed at the intersection of lines $GH$ and $HD$ is the same (up to a rotation and a translation) to the angle formed at the intersection between lines $AG$ and $GH$. Construct point $C$ on line $HD$. Prove $AB \parallel CD$.",g h = segment g h; e = on_line e g h; f = on_line f g h; a = on_tline a g g h; b = on_line b a g; d = on_aline0 d a g g h g h h; c = on_line c h d ? para a b c d,yes,https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI27.html,"Let the straight line $EF$ falling on the two straight lines $AB$ and $CD$ make the alternate angles $AEF$ and $EFD$ equal to one another.
I say that $AB$ is parallel to $CD$.
If not, $AB$ and $CD$ when produced meet either in the direction of $B$ and $D$ or towards $A$ and $C$.
Let them be produced and meet, in the direction of $B$ and $D$, at $G$.
Then, in the triangle $GEF$, the exterior angle $AEF$ equals the interior and opposite angle $EFG$, which is impossible.
Therefore $AB$ and $CD$ when produced do not meet in the direction of $B$ and $D$.
Similarly it can be proved that neither do they meet towards $A$ and $C$.
But straight lines which do not meet in either direction are parallel. Therefore $AB$ is parallel to $CD$.
Therefore if a straight line falling on two straight lines makes the alternate angles equal to one another, then the straight lines are parallel to one another.",no,"line(3), point(6)",point(1),N/A,N/A
106,"Let $P,Q,K$ be non-collinear, and let $R$ be the midpoint of segment $PQ$. Let $K_1$ be the perpendicular foot of $K$ on line $PQ$. Construct a point $L$ such that its perpendicular distance to line $PQ$ equals the perpendicular distance of $K$ to line $PQ$. Prove that triangles $\triangle RPK$ and $\triangle RQL$ have equal area.",Synthetic example: encoding an area equality without an `area` predicate,Build $\triangle PQK$. Construct $R$ as the midpoint of $PQ$. Construct $K_1$ as the foot from $K$ to line $PQ$. Choose a point $L_1$ on line $PQ$. Construct $L$ on the line through $L_1$ perpendicular to $PQ$ such that $L_1L = KK_1$.  Show that $\frac{|KK_1|}{|LL_1|}=\frac{|RQ|}{|RP|}.$,"p q k = triangle p q k; r = midpoint r p q; k1 = foot k1 k p q; l1 = on_line l1 p q; l = on_tline l l1 p q, eqdistance l l1 k k1 ? eqratio k k1 l l1 r q r p",yes,N/A,"Let $K_1$ be the foot of the perpendicular from $K$ to line $PQ$, and let $L_1$ be the foot of the perpendicular from $L$ to line $PQ$. By construction, $KK_1 = LL_1,$ since the perpendicular distances of $K$ and $L$ to line $PQ$ are equal. Since $R$ is the midpoint of $PQ$, we have $RP = RQ.$ Now compute the areas of the two triangles using bases on the same line $PQ$. For triangle $\triangle RPK$, taking $RP$ as the base, the height is $KK_1$, so $ [RPK] = \frac{1}{2} \, RP \cdot KK_1.$ For triangle $\triangle RQL$, taking $RQ$ as the base, the height is $LL_1$, so $[RQL] = \frac{1}{2} \, RQ \cdot LL_1.$ Using $RP = RQ$ and $KK_1 = LL_1$, we obtain $ [RPK] = \frac{1}{2} \, RP \cdot KK_1 = \frac{1}{2} \, RQ \cdot LL_1 = [RQL].$ Therefore, $[RPK] = [RQL],$ and the triangles $\triangle RPK$ and $\triangle RQL$ have equal area.",no,"triangle(2), segment(1), line(1), point(5)",point(1),N/A,"The JGEX code reformulates 'equal area' as an equality of height–base ratios (KK1/LL1 = RQ/RP), because JGEX has no area predicate but can express segment ratios via eqratio."
107,"If two straight lines cut one another, then they make the vertical angles equal to one another.
","Euclid, Elements, Book I, Proposition 15",Start with a triangle $ABC$. Construct $D$ so that $\overleftrightarrow{CD}\perp\overleftrightarrow{AB}$. Let $E=(AB)\cap(CD)$. Prove $\angle AEB=\angle CED$.,a b c = triangle a b c; d = on_tline d c a b; e = intersection_ll e a b c d ? eqangle e a e b e c e d,yes,https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI15.html,"Let the straight lines $AB$ and $CD$ cut one another at the point $E$.
I say that the angle $CEA$ equals the angle $DEB$, and the angle $BEC$ equals the angle $AED$.
Since the straight line $AE$ stands on the straight line $CD$ making the angles $CEA$ and $AED$, therefore the sum of the angles $CEA$ and $AED$ equals two right angles.
Again, since the straight line $DE$ stands on the straight line $AB$ making the angles $AED$ and $DEB$, therefore the sum of the angles $AED$ and $DEB$ equals two right angles.
But the sum of the angles $CEA$ and $AED$ was also proved equal to two right angles, therefore the sum of the angles $CEA$ and $AED$ equals the sum of the angles $AED$ and $DEB$. Subtract the angle $AED$ from each. Then the remaining angle $CEA$ equals the remaining angle $DEB$.
Similarly it can be proved that the angles $BEC$ and $AED$ are also equal.
Therefore if two straight lines cut one another, then they make the vertical angles equal to one another.",no,line(2),N/A,N/A,
108,"Let $AB$ be a diameter of a circle $\omega$, and let $C$ be a point on $\omega$ different from $A,B$. Prove that $\angle ACB=90^\circ$.","Euclid, Elements, Book III, Proposition 31 (Thales' theorem)",Start with a segment $AB$. Let $O$ be its midpoint. Choose $C$ on the circle with center $O$ through $A$. Prove that $CA\perp CB$.,a b = segment a b; o = midpoint o a b; c = on_circle c o a ? perp c a c b,yes,https://mathcs.clarku.edu/~djoyce/java/elements/bookIII/propIII31.html,"Let $ABCD$ be a circle, let $BC$ be its diameter, and $E$ its center. Join $BA$, $AC$, $AD$, and $DC$. I say that the angle $BAC$ in the semicircle $BAC$ is right, the angle ABC in the segment $ABC$ greater than the semicircle is less than a right angle, and the angle $ADC$ in the segment $ADC$ less than the semicircle is greater than a right angle. Join $AE$, and carry $BA$ through to $F$. Then, since $BE$ equals $EA$, the angle $ABE$ also equals the angle $BAE$. Again, since $CE$ equals $EA$, the angle $ACE$ also equals the angle $CAE$. Therefore the whole angle $BAC$ equals the sum of the two angles $ABC$ and $ACB$. But the angle $FAC$ exterior to the triangle $ABC$ also equals the sum of the two angles $ABC$ and $ACB$. Therefore the angle $BAC$ also equals the angle $FAC$. Therefore each is right. Therefore the angle $BAC$ in the semicircle $BAC$ is right.",yes,"circle(1), segment(1), point(3)",triangle(1),N/A,"This statement is only the first part of Euclid's proposition (Book III, Proposition 31). It is the first of  five distinct claims about angles in and of circular segments. Our statement only proves the first of these: that any angle inscribed in a semicircle (i.e. subtended by a diameter) is a right angle."
,,,,,yes,,,,,,,
